class,feature,n_positive,n_negative,class_min,class_p10,class_p25,class_median,class_p75,class_p90,class_max,class_mean,class_std,other_min,other_p10,other_p25,other_median,other_p75,other_p90,other_max,other_mean,other_std,median_gap,auc,strength,direction,recommendation
02_Out_of_Focus,valid_profile_count,50,250,0.0,1.0,6.75,50.5,134.0,290.90000000000003,450.0,95.64,116.58640744100488,0.0,0.0,5.0,57.5,203.5,328.0,822.0,126.504,163.75330831467193,-7.0,0.47992,0.040159999999999973,LOW,DROP
03_Tracking_Error,axis_aligned_line_ratio,50,250,0.0,0.006680041750260939,0.00829189109523898,0.011095080416272468,0.014393916518203138,0.016352908048330946,0.3333333333333333,0.02073899653583671,0.04964961796134989,0.0,0.0,0.008760591629869455,0.012101813400679538,0.0153448566359753,0.08916880616174562,1.0,0.07468363924619979,0.2290966630941183,-0.0010067329844070695,0.46356,0.07287999999999994,LOW,DROP
03_Tracking_Error,background_mad,50,250,8.8956,16.160339999999998,45.9606,56.3388,60.415949999999995,60.93486,66.717,49.607796,15.78313875078034,1.4826,5.9304,16.3086,53.373599999999996,59.303999999999995,62.2692,69.6822,40.884177599999994,22.958970504664578,2.965200000000003,0.57948,0.15896,HIGH,DROP
03_Tracking_Error,background_median,50,250,17.0,33.0,89.75,111.0,115.0,121.2,127.0,97.18,30.474704264356696,1.0,7.0,26.25,105.5,122.0,127.0,133.0,80.668,47.3858816104544,5.5,0.5424,0.08479999999999999,HIGH,DROP
03_Tracking_Error,bright_area_ratio,50,250,0.0,1.7166137695312503e-05,0.0013082027435302734,0.0034461021423339844,0.00668644905090332,0.016185283660888672,0.023698806762695312,0.0056036376953125,0.006000437891657811,0.0,0.0,5.030632019042969e-05,0.0027174949645996094,0.018137454986572266,0.026020717620849607,0.047771453857421875,0.009159015655517579,0.011537052575335036,0.000728607177734375,0.4986,0.0028000000000000247,LOW,DROP
03_Tracking_Error,diagonal_line_ratio,50,250,0.0,0.9790644368819019,0.9819190260567333,0.9853358518015101,0.988540910191237,0.9909323505987755,0.9933665008291874,0.9558021050114816,0.14560894078489717,0.0,0.0,0.9764835810867557,0.9842323542861551,0.9868285236211917,0.9895346940677571,1.0,0.819443497430453,0.35650972926054775,0.0011034975153549897,0.60024,0.20048,HIGH,DROP
03_Tracking_Error,elongated_angle_consistency,50,250,0.0,0.0,0.0,0.3002684513119298,0.663220348192637,0.9294434986982959,0.9992467753961706,0.3765208477898792,0.3606935044629468,0.0,0.0,0.0,0.13465193398319592,0.4729025432454384,0.7686876797640231,1.0,0.26992831580449317,0.3184953789686961,0.1656165173287339,0.58112,0.16223999999999994,HIGH,DROP
03_Tracking_Error,elongated_angle_std,50,250,1.1121200982787856,10.957141144184446,25.961993202698828,44.44653140304571,180.0,180.0,180.0,76.18362833516808,67.74602995261657,0.0,20.775101996900425,35.05982011013763,57.37343907708538,180.0,180.0,180.0,91.99352213129448,69.5280143535271,-12.926907674039668,0.41892,0.16215999999999997,LOW,DROP
03_Tracking_Error,elongated_star_count,50,250,0.0,0.0,1.0,8.5,18.0,33.0,253.0,17.4,36.88360069190643,0.0,0.0,0.0,4.0,15.0,24.0,76.0,9.18,11.816073798009217,4.5,0.58252,0.16504000000000008,HIGH,DROP
03_Tracking_Error,elongated_star_ratio,50,250,0.0,0.0,0.025694444444444443,0.08442982456140351,0.17990525981340805,0.3333333333333333,0.5802752293577982,0.12512689805277197,0.128995371427959,0.0,0.0,0.0,0.050555706153429116,0.1111111111111111,0.20035398230088494,1.0,0.09474421035265986,0.14955060849645593,0.03387411840797439,0.60184,0.20368000000000008,HIGH,DROP
